date,total,power,traffic,residential_scope1,residential_scope2,industrial,avation,city,traffic_NOx,traffic_pm25
2020-06-01,25855.572000000004,20182.186,,1513.669,10400.909,,,Chennai,,
2020-06-02,25956.827,20408.507,,1421.691,10409.479,,,Chennai,,
2020-06-03,24464.012,20344.686,,0.0,10464.804,,,Chennai,,
2020-06-04,26516.854,20852.807,,1532.566,10506.213,,,Chennai,,
2020-06-05,26045.877,20804.431,,1293.356,10454.902,,,Chennai,,
2020-06-06,25233.629,20748.736,,1169.968,10403.546,,,Chennai,,
2020-06-07,24696.724,20014.75,,433.608,10332.44,,,Chennai,,
2020-06-08,25898.732,21630.214,,0.0,10383.372,,,Chennai,,
2020-06-09,26213.28,21963.121,,0.0,10298.46,,,Chennai,,
2020-06-10,26487.11,22246.797,,0.0,10301.987,,,Chennai,,
2020-06-11,26106.523,21872.0,,0.0,10346.6,,,Chennai,,
2020-06-12,26716.629,21926.512,,740.487,10317.695,,,Chennai,,
2020-06-13,24728.495,21347.832,,0.0,10299.302,,,Chennai,,
2020-06-14,26084.647,20527.844,,1277.296,10233.328,,,Chennai,,
2020-06-15,25906.632,21645.164,,0.0,10311.533,,,Chennai,,
2020-06-16,27522.725,21630.514,,1454.174,10330.383,,,Chennai,,
2020-06-17,27280.42,21911.017,,956.093,10283.404,,,Chennai,,
2020-06-18,26605.99,22189.123,,0.0,10344.668,,,Chennai,,
2020-06-19,25532.326,21228.037,,0.0,10197.486,,,Chennai,,
2020-06-20,24754.011,21196.463,,0.0,10180.763,,,Chennai,,
2020-06-21,26860.954,20306.675,,0.0,10162.102,,,Chennai,,
2020-06-22,27474.896,21806.513,,909.533,10191.021,,,Chennai,,
2020-06-23,27778.885,22054.168,,1231.005,10203.715,,,Chennai,,
2020-06-24,27297.611,22004.844,,798.247,10163.946,,,Chennai,,
2020-06-25,26448.913,21967.648,,0.0,10158.336,,,Chennai,,
2020-06-26,26883.664,21209.272,,1341.687,10172.582,,,Chennai,,
2020-06-27,25386.847,20502.773,,1305.949,10132.392,,,Chennai,,
2020-06-28,25313.883,20282.273,,747.009,10157.576,,,Chennai,,
2020-06-29,25909.673000000003,21416.133,,0.0,10202.266,,,Chennai,,
2020-06-30,28214.886999999995,22374.42,,1219.297,10295.864,,,Chennai,,
2020-07-01,25651.039,21669.811,,0.0,10229.675,,,Chennai,,
2020-07-02,25904.275,21918.589,,0.0,10281.871,,,Chennai,,
2020-07-03,25654.838,21787.336,,0.0,10227.547,,,Chennai,,
2020-07-04,23683.648,20477.889,,0.0,10183.908,,,Chennai,,
2020-07-05,22504.842,18524.701,,0.0,10064.17,,,Chennai,,
2020-07-06,23736.103,19716.214,,0.0,10088.768,,,Chennai,,
2020-07-07,26177.428,21160.414,,998.367,10236.46,,,Chennai,,
2020-07-08,26132.521,20883.717,,1243.183,10161.982,,,Chennai,,
