index,geometry,lat,lon,avation,brick_kiln,industrial,power,power_pm25,residential_scope1,residential_scope2,traffic,traffic_NOx,traffic_pm25,total_co2,total_pollutant
Delhi_6909,"POLYGON ((77.24768254706748 28.546839258864125, 77.24768254706748 28.550784705800183, 77.24319097064689 28.550784705800183, 77.24319097064689 28.546839258864125, 77.24768254706748 28.546839258864125))",28.548811982332154,77.24543675885718,,,,6966.261,,524.813,1769.879,98.348,0.198,0.0,7589.422,0.198
Delhi_6910,"POLYGON ((77.24768254706748 28.550784705800183, 77.24768254706748 28.554730004915516, 77.24319097064689 28.554730004915516, 77.24319097064689 28.550784705800183, 77.24768254706748 28.550784705800183))",28.552757355357848,77.24543675885718,,,,6966.261,,649.242,2189.502,158.327,0.31,0.0,7773.83,0.31
Delhi_6911,"POLYGON ((77.24768254706748 28.554730004915516, 77.24768254706748 28.55867515619694, 77.24319097064689 28.55867515619694, 77.24319097064689 28.554730004915516, 77.24768254706748 28.554730004915516))",28.556702580556227,77.24543675885718,,,,6947.935,,497.49,1677.59,158.327,0.31,0.0,7603.752,0.31
Delhi_6912,"POLYGON ((77.24768254706748 28.55867515619694, 77.24768254706748 28.5626201596313, 77.24319097064689 28.5626201596313, 77.24319097064689 28.55867515619694, 77.24768254706748 28.55867515619694))",28.560647657914124,77.24543675885718,,,,7182.627,,776.797,2622.832,189.789,0.369,0.0,8149.213,0.369
Delhi_6913,"POLYGON ((77.24768254706748 28.5626201596313, 77.24768254706748 28.56656501520543, 77.24319097064689 28.56656501520543, 77.24319097064689 28.5626201596313, 77.24768254706748 28.5626201596313))",28.564592587418364,77.24543675885718,,,,8136.432,,692.67,2338.813,240.451,0.425,0.0,9069.553,0.425
Delhi_6914,"POLYGON ((77.24768254706748 28.56656501520543, 77.24768254706748 28.57050972290617, 77.24319097064689 28.57050972290617, 77.24319097064689 28.56656501520543, 77.24768254706748 28.56656501520543))",28.568537369055807,77.2454367588572,,,,8637.766,,536.109,1820.104,176.846,0.337,0.0,9350.721,0.337
Delhi_6915,"POLYGON ((77.24768254706748 28.57050972290617, 77.24768254706748 28.57445428272037, 77.24319097064689 28.57445428272037, 77.24319097064689 28.57050972290617, 77.24768254706748 28.57050972290617))",28.57248200281327,77.24543675885718,,,,6127.633,,426.898,1449.36,159.774,0.331,0.0,6714.305,0.331
Delhi_6916,"POLYGON ((77.24768254706748 28.57445428272037, 77.24768254706748 28.578398694634885, 77.24319097064689 28.578398694634885, 77.24319097064689 28.57445428272037, 77.24768254706748 28.57445428272037))",28.576426488677626,77.24543675885718,,,,6186.927,,379.505,1288.836,159.774,0.331,0.0,6726.206,0.331
Delhi_6917,"POLYGON ((77.24768254706748 28.578398694634885, 77.24768254706748 28.58234295863656, 77.24319097064689 28.58234295863656, 77.24319097064689 28.578398694634885, 77.24768254706748 28.578398694634885))",28.58037082663572,77.24543675885718,,,,7160.973,,702.913,2387.161,135.577,0.278,0.0,7999.463,0.278
Delhi_6918,"POLYGON ((77.24768254706748 28.58234295863656, 77.24768254706748 28.586287074712242, 77.24319097064689 28.586287074712242, 77.24319097064689 28.58234295863656, 77.24768254706748 28.58234295863656))",28.5843150166744,77.24543675885718,,,,7160.973,,495.119,1681.314,151.414,0.274,0.0,7807.506,0.274
