city,epsilon,method,CO2_reduction_pct_vs_shortest_mean,CO2_reduction_pct_vs_shortest_median,CO2_reduction_pct_vs_shortest_std,distance_penalty_pct_vs_shortest_mean,distance_penalty_pct_vs_shortest_median,distance_penalty_pct_vs_shortest_std,hotspot_reduction_pct_vs_shortest_mean,hotspot_reduction_pct_vs_shortest_median,top10_reduction_pct_vs_shortest_mean,top10_reduction_pct_vs_shortest_median,policy_violation_pct_mean,policy_violation_pct_max,operational_utility_score_mean,operational_utility_score_median,runtime_seconds_mean,runtime_seconds_median,policy_feasible_route_pct
Chennai,0.05,CARA_Full,13.562842227543399,7.669848679520742,15.6391338698877,0.775594223854842,0.0002491289232621974,1.5363998835447217,11.382954100637438,5.87528579935325,30.233600378949212,20.0,0.0,0.0,17.703130830152432,9.707534483548866,0.0,0.0,100.0
Chennai,0.05,CARA_without_HotspotAgent,13.13101374143087,7.3800228903618645,15.624677270380241,0.6307202134046282,0.00017050647393021334,1.4132391278436078,11.054299268580769,5.781726864711233,28.019825781453687,20.0,0.0,0.0,17.396722948912,9.707534483548866,0.0,0.0,100.0
Chennai,0.05,CARA_without_NegotiationAgent,13.289617825049156,7.669848679520742,15.609755832329792,0.6969110850197873,0.0001795684167840901,1.465312099155428,11.195600999381126,5.781726864711233,28.78011200685619,20.0,0.0,0.0,17.493596154700143,9.707534483548866,0.0,0.0,100.0
Chennai,0.05,CARA_without_PolicyAgent,50.19896952402378,54.576375521445044,20.54331365028222,24.16796397325079,12.328185456239645,29.99575191564067,42.11270450498272,45.06318312824155,75.94683094683094,80.9090909090909,20.017694853046113,156.6291302716891,-137.22216499435538,-27.188164172877634,0.0,0.0,24.0
Chennai,0.05,CARA_without_PollutantAgent,13.191460376280201,7.083910761209731,15.6522758681628,0.6545486649907556,0.0001865556283041878,1.4225403377522245,11.099078264020163,5.775918031408075,30.233600378949212,20.0,0.0,0.0,17.43190217830877,9.089151365722529,0.0,0.0,100.0
Chennai,0.05,CARA_without_PredictionAgent,12.853241108100194,6.395719855414063,15.68516353312034,0.5967397753067397,0.00017249020199420397,1.3866129698520813,10.798030822655017,5.700708300325641,31.20259262701123,21.11111111111111,0.0,0.0,17.05877696881422,8.645626538784732,0.0,0.0,100.0
Chennai,0.05,SingleAgent_Routing,52.852557826041945,58.20447866012203,21.204360606223492,32.22547939397377,20.621161752357075,33.6096369531396,44.019910659308245,47.55479217671245,75.60122371168883,83.76623376623377,27.730497069105173,185.78276306354115,-211.43242218509283,-97.66665354332886,0.0,0.0,14.000000000000002
Chennai,0.05,StaticDT_Routing,44.58557490441269,44.25225584020052,21.900155196572136,12.351084631988524,8.036989097764273,12.744058005424234,38.19908421327013,35.155486400323255,72.9388441016348,81.66666666666667,8.574308030809934,42.68102482774885,-29.61151649940876,11.246303642841713,0.0,0.0,37.0
Chennai,0.1,CARA_Full,21.590216272155224,15.315248499665513,21.001304364003996,2.408966858872003,0.001423149244444628,3.296234478386893,18.175447728699854,13.391888861309775,42.0687226210482,40.0,0.0,0.0,25.860006418761145,15.01935154809383,0.0,0.0,100.0
Chennai,0.1,CARA_without_HotspotAgent,20.41024026165506,12.98597517429457,20.591435584454963,2.130498329146945,0.0005570846786684278,3.266554534461994,17.20236757890548,10.34650264678778,38.38655207841254,30.95238095238095,0.0,0.0,24.750427392813908,13.995669070010097,0.0,0.0,100.0
Chennai,0.1,CARA_without_NegotiationAgent,21.053862096521716,13.869822586253333,21.21555967158596,2.280777233842628,0.0007496099660733182,3.2709675460819745,17.82556663761968,12.247105598067533,38.58035052802495,30.95238095238095,0.0,0.0,25.405090947646304,14.031657159925137,0.0,0.0,100.0
Chennai,0.1,CARA_without_PolicyAgent,50.145091627421714,54.576375521445044,20.58587828203772,24.48905325347482,12.328185456239645,30.193099862222013,42.093005200390905,45.62875121362441,77.10962164450535,83.76623376623377,17.060330806357193,151.6291302716891,-114.26915873019003,2.5287272915286074,0.0,0.0,40.0
Chennai,0.1,CARA_without_PollutantAgent,21.218834420892026,14.687595725847208,21.153928367960905,2.2879213000079166,0.0007496099660733182,3.3057037595267174,17.89157189208258,12.247105598067533,42.0687226210482,40.0,0.0,0.0,25.588777766917485,14.80824104482107,0.0,0.0,100.0
Chennai,0.1,CARA_without_PredictionAgent,19.21287881057792,10.026575088964497,20.092190357055006,1.8092292432675614,0.0004383309804498152,3.0246323222256017,16.191020525729694,8.687932096394341,41.09973037298619,33.33333333333333,0.0,0.0,23.68993058690764,13.810854716822707,0.0,0.0,100.0
Chennai,0.1,SingleAgent_Routing,52.71903129873625,58.12150620851976,21.137480137144102,31.584262610609542,20.286330563035243,33.46135075824009,43.95575069998167,47.55479217671245,75.34282577887228,80.9090909090909,23.118557389738207,180.78276306354115,-173.42007769039768,-50.917150519669676,0.0,0.0,28.000000000000004
Chennai,0.1,StaticDT_Routing,44.73971709313479,44.25225584020052,21.839724325926138,12.517341548972018,8.036989097764273,12.713125600049176,38.3301365850579,36.30326900947399,72.47372782256502,80.0,6.072768673204333,37.62020444570188,-9.712047097914951,20.675351034397853,0.0,0.0,55.00000000000001
Chennai,0.15,CARA_Full,27.58777606037124,22.5394229685119,22.589774285796025,4.188261649965239,2.688799694595665,4.603714358214254,23.34933207013811,20.4051793187446,49.964625168113535,50.0,0.0,0.0,30.88591879550982,24.734474823634976,0.0,0.0,100.0
Chennai,0.15,CARA_without_HotspotAgent,26.264865598651557,21.84053682122802,22.48552176685368,3.8644643031184582,0.3294102781324516,4.661956879374945,22.30261811676653,20.118766207508017,46.28245462547788,50.0,0.0,0.0,29.687246050797906,19.42007827021606,0.0,0.0,100.0
Chennai,0.15,CARA_without_NegotiationAgent,27.018629039506077,21.84053682122802,22.93091543597337,4.040563369180338,1.9771985542091162,4.648673920555661,22.97213366138224,20.118766207508017,47.639043772764694,50.0,0.0,0.0,30.42356913183652,21.36809123052575,0.0,0.0,100.0
Chennai,0.15,CARA_without_PolicyAgent,50.118090441932466,54.576375521445044,20.58532521738708,24.256341044738992,12.328185456239645,29.776144008686163,42.07518652477516,45.62875121362441,75.94683094683094,80.9090909090909,14.254669447463526,146.6291302716891,-91.39435396486616,15.20169404526914,0.0,0.0,52.0
