city,top_fraction,cells,traffic_CO2_share_by_CO2_rank_pct,traffic_CO2_share_by_hotspot_score_pct,mean_hotspot_score_top
Delhi,0.05,403,17.57124246423124,17.568572021394992,0.9311496777144657
Delhi,0.1,807,30.889292715605382,30.879564627770872,0.9064300938394596
Delhi,0.2,1614,52.96763587121234,52.96024087316978,0.8606382857872701
Mumbai,0.05,113,16.55235937520651,16.53503921370351,0.9723954499177694
Mumbai,0.1,226,29.744984706106546,29.702000373578745,0.9484174563395723
Mumbai,0.2,452,50.93007705965598,50.917298569934744,0.8994921293758321
Chennai,0.05,99,11.822693355291651,11.78774041086383,0.9685110999833084
Chennai,0.1,199,21.460779610438696,21.398950053787917,0.9361386300556361
Chennai,0.2,399,38.186905612590685,38.16715973334425,0.8774771806833056
